Name,RuleId,ExtraId,Control Name,Registry Key,Registry Value,Registry Value Type,CSP Name,CSP Path,CSP Value Type,Default Value,Allowed Value,Expected Value,Severity,Applicability,Scenario,Validation,Category
Bitlocker_OSActiveDirectoryInfoToStore,,,Choose how BitLocker-protected operating system drives can be recovered OSActiveDirectoryInfoToStore,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSActiveDirectoryInfoToStore,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSActiveDirectoryInfoToStore""",Registry
Bitlocker_OSHideRecoveryPage,,,Choose how BitLocker-protected operating system drives can be recovered OSHideRecoveryPage,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSHideRecoveryPage,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSHideRecoveryPage""",Registry
Bitlocker_OSManageDRA,,,Choose how BitLocker-protected operating system drives can be recovered OSManageDRA,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSManageDRA,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSManageDRA""",Registry
Bitlocker_OSRecovery,,,Choose how BitLocker-protected operating system drives can be recovered OSRecovery,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSRecovery,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSRecovery""",Registry
Bitlocker_OSRecoveryKey,,,Choose how BitLocker-protected operating system drives can be recovered OSRecoveryKey,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSRecoveryKey,REG_DWORD,,,,2,"Range(0, 2)",Equals(2),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSRecoveryKey""",Registry
Bitlocker_OSRecoveryPassword,,,Choose how BitLocker-protected operating system drives can be recovered OSRecoveryPassword,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSRecoveryPassword,REG_DWORD,,,,2,"Range(0, 2)",Equals(2),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSRecoveryPassword""",Registry
Bitlocker_OSRequireActiveDirectoryBackup,,,Choose how BitLocker-protected operating system drives can be recovered OSRequireActiveDirectoryBackup,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSRequireActiveDirectoryBackup,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSRequireActiveDirectoryBackup""",Registry
BlockConsumerMicrosoftAccounts,a15a5700-6efb-46af-bf52-1b1104f2aa20,AZ-WIN-20198,Block all consumer Microsoft account user authentication,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftAccount,DisableUserAuth,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftAccount"" -Name ""DisableUserAuth""",Registry
BlockNetbiosDiscovery,,,Block NetBIOS-based discovery for domain controller location,HKLM:\SOFTWARE\Policies\Microsoft\Netlogon\Parameters,BlockNetbiosDiscovery,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Netlogon\Parameters"" -Name ""BlockNetbiosDiscovery""",Registry
BlockNTLM,,,Block NTLM (LM NTLM NTLMv2),HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,BlockNTLM,REG_DWORD,,,,0,"Range(0, 1)","Range(0, 1)",Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation"" -Name ""BlockNTLM""",Registry
BlockNTLMServerExceptionList,,,Block NTLM Server Exception List,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,BlockNTLMServerExceptionList,REG_MULTI_SZ,,,,'',,"OneOf(Equals(''), Equals(null))",Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation"" -Name ""BlockNTLMServerExceptionList""",Registry
ClearVirtualMemoryPageFile,7470f80e-a3d3-4ca9-84e8-7a97a317b2e1,AZ-WIN-00181,Shutdown: Clear virtual memory pagefile,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management,ClearPageFileAtShutdown,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/Shutdown_ClearVirtualMemoryPageFile,Integer,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
ConfigureKernelShadowStacksLaunch,,,Turn On Virtualization Based Security | KernelShadowStackLaunch,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureKernelShadowStacksLaunch,REG_DWORD,,,,2,"Range(0, 3)","Range(1, 2)",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard"" -Name ""ConfigureKernelShadowStacksLaunch""",Registry
ConfigureSMBV1ClientDriver,21ce3152-2257-4fa8-a9f9-93c19a91fe2c,AZ-WIN-00150,Configure SMB v1 client driver,HKLM:\SYSTEM\CurrentControlSet\Services\MrxSmb10,Start,REG_DWORD,,,,4,"Range(0, 4)",Equals(4),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\MrxSmb10"" -Name ""Start""",Registry
ConfigureSMBV1Server,a002b800-92a4-45cb-bbee-76c91739ddff,AZ-WIN-00175,Disable SMB v1 server,HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,SMB1,REG_DWORD,,,,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters"" -Name ""SMB1""",Registry
ConnectivityDisableDownloadingOfPrintDriversOverHTTP,7b2c4a66-7e3a-421e-9e2b-ccb11762b20e,CCE-36625-2,Turn off downloading of print drivers over HTTP,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers,DisableWebPnPDownload,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers"" -Name ""DisableWebPnPDownload""",Registry
ConnectivityProhibitInstallationAndConfigurationOfNetworkBridge,357272d2-2018-455e-935c-8777473661dd,CCE-38002-2,Prohibit installation and configuration of Network Bridge on your DNS domain network,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Network Connections,NC_AllowNetBridge_NLA,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Network Connections"" -Name ""NC_AllowNetBridge_NLA""",Registry
CredentialProvidersAllowPINLogon,37e5e1d9-b9d2-454b-bf3f-124682309155,CCE-37528-7,Turn on convenience PIN sign-in,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,AllowDomainPINLogon,REG_DWORD,,,,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name ""AllowDomainPINLogon""",Registry
CredentialsDelegationRemoteHostAllowsDelegationOfNonExportableCredentials,feb86a88-2259-4ba0-b68e-2dbb7a43b4ce,AZ-WIN-20199,Remote host allows delegation of non-exportable credentials,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CredentialsDelegation,AllowProtectedCreds,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\CredentialsDelegation"" -Name ""AllowProtectedCreds""",Registry
CredentialsUIDisablePasswordReveal,be3a95af-edc4-4252-a1c0-6c74f3b5b8a7,CCE-37534-5,Do not display the password reveal button,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CredUI,DisablePasswordReveal,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\CredUI"" -Name ""DisablePasswordReveal""",Registry
CredentialsUIEnumerateAdministrators,e6eab28a-1dc8-4fb5-b88b-4e10f239e67c,CCE-36512-2,Enumerate administrator accounts on elevation,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI,EnumerateAdministrators,REG_DWORD,,,,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI"" -Name ""EnumerateAdministrators""",Registry
CredSspAllowEncryptionOracle,20670f2c-01b1-4f5b-9dff-023c697babdb,AZ-WIN-201910,Encryption Oracle Remediation for CredSSP protocol,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters,AllowEncryptionOracle,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters"" -Name ""AllowEncryptionOracle""",Registry
CryptographyAllowedKerberosEncryptionTypes,979ae5a3-dba6-47b1-9644-7e74ed6d7eae,CCE-37755-6,Network Security: Configure encryption types allowed for Kerberos,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,SupportedEncryptionTypes,REG_DWORD,,,,2147483640,"OneOf(Equals(8), Equals(16), Equals(24), Equals(2147483624), Equals(2147483632), Equals(2147483640))","OneOf(Equals(2147483624), Equals(2147483632), Equals(2147483640))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters"" -Name ""SupportedEncryptionTypes""",Registry
CryptographyEccCurve,,,SSL Cryptography EccCurves,HKLM:\SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002,EccCurves,REG_MULTI_SZ,,,,"NistP256,NistP384","ContainsAtMost('curve25519','NistP256','NistP384')","ContainsAtMost('NistP256','NistP384')",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002"" -Name ""EccCurves""",Registry
CryptographyForceStrongKeyProtection,a07ccc0e-fc6a-48d7-a46c-9c7d464c5439,AZ-WIN-73699,System Cryptography: Force strong key protection for user keys stored on the computer,HKLM:\SOFTWARE\Policies\Microsoft\Cryptography,ForceKeyProtection,REG_DWORD,./Vendor/MSFT/Policy,Config/Cryptography/ConfigureSystemCryptographyForceStrongKeyProtection,Integer,2,"Range(1, 2)",Equals(2),Important,Azure Local Member Server (domain joined),Security Baseline,,Registry
CryptographySSLCipherSuites,98207C53-1EDB-454F-8E84-B4FD45022E8D,AZ-WIN-00154,SSL Cryptography Cipher suites,HKLM:\SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002,Functions,REG_SZ,,,,"TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384","ContainsAtMost('TLS_AES_256_GCM_SHA384','TLS_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA','TLS_RSA_WITH_AES_256_GCM_SHA384','TLS_RSA_WITH_AES_128_GCM_SHA256','TLS_RSA_WITH_AES_256_CBC_SHA256','TLS_RSA_WITH_AES_128_CBC_SHA256','TLS_RSA_WITH_AES_256_CBC_SHA','TLS_RSA_WITH_AES_128_CBC_SHA','TLS_RSA_WITH_NULL_SHA256','TLS_RSA_WITH_NULL_SHA','TLS_PSK_WITH_AES_256_GCM_SHA384','TLS_PSK_WITH_AES_128_GCM_SHA256','TLS_PSK_WITH_AES_256_CBC_SHA384','TLS_PSK_WITH_AES_128_CBC_SHA256','TLS_PSK_WITH_NULL_SHA384','TLS_PSK_WITH_NULL_SHA256')","ContainsAtMost('TLS_AES_128_GCM_SHA256','TLS_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384')",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002"" -Name ""Functions""",Registry
DetectApplicationInstallationsAndPromptForElevation,19a185ff-1009-4079-937a-dace5e3c2f50,CCE-36533-8,User Account Control: Detect application installations and prompt for elevation,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableInstallerDetection,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/UserAccountControl_DetectApplicationInstallationsAndPromptForElevation,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DeviceGuardLsaCfgFlags,,,Turn on CredentialGuard,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,LsaCfgFlags,REG_DWORD,,,,2,"Range(0, 2)",Equals(2),Critical,Azure Local Member Server (domain joined),Security Baseline,,Registry
DeviceGuardRequireMicrosoftSignedBootChain,,,Secured-Core Require MicrosoftSignedBootChain,HKLM:\SYSTEM\CurrentControlSet\Control\DeviceGuard,RequireMicrosoftSignedBootChain,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\DeviceGuard"" -Name ""RequireMicrosoftSignedBootChain""",SecuredCore
DeviceGuardRequirePlatformSecurityFeatures,a12cd14a-b749-408f-9d0e-1f90ace8c183,AZ-WIN-73513,"Secured-Core Require Platform Security (Secure Boot, DMA)",HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,REG_DWORD,./Vendor/MSFT/Policy,Config/DeviceGuard/RequirePlatformSecurityFeatures,Integer,1,"OneOf(Equals(1), Equals(3))","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\DeviceGuard"" -Name ""RequirePlatformSecurityFeatures""",SecuredCore
DeviceGuardRequireUEFIMemoryAttributesTable,,,Secured-Core Require UEFI Memory Attribute Table,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HVCIMATRequired,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard"" -Name ""HVCIMATRequired""",SecuredCore
DeviceInstallationPreventDeviceMetadataFromNetwork,d11ed6f2-03ae-4deb-94d9-096b7e6789cb,AZ-WIN-202251,Prevent device metadata retrieval from the Internet,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Device Metadata,PreventDeviceMetadataFromNetwork,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Device Metadata"" -Name ""PreventDeviceMetadataFromNetwork""",Registry
DeviceLockAccountLockoutPolicy,,,Account lockout policy,,,,./Vendor/MSFT/Policy,Config/DeviceLock/AccountLockoutPolicy,String,"AccountLockoutDuration:15, AccountLockoutThreshold:3, ResetAccountLockoutCounterAfter:15","AllOf(Pattern('ResetAccountLockoutCounterAfter:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutDuration:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutThreshold:[1-3]'))","AllOf(Pattern('ResetAccountLockoutCounterAfter:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutDuration:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutThreshold:[1-3]'))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
DeviceLockClearTextPassword,adb052b7-c17e-4b8c-86b8-d81b6a89af20,CCE-36286-3,Store passwords using reversible encryption,,,,./Vendor/MSFT/Policy,Config/DeviceLock/ClearTextPassword,Integer,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
DeviceLockMaximumPasswordAge,d43b43ec-abd0-4420-ba8c-d4e53b057205,CCE-37167-4,Maximum password age,,,,./Vendor/MSFT/Policy,Config/DeviceLock/MaximumPasswordAge,Integer,42,"Range(1, 999)","Range(1, 60)",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
DeviceLockMinDevicePasswordLength,bc9d4fef-9e33-48fc-bcbd-b53e60caf4a2,CCE-36534-6,Minimum password length,,,,./Vendor/MSFT/Policy,Config/DeviceLock/MinDevicePasswordLength,Integer,,"Range(7, 99)","Range(14, )",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
DeviceLockMinimumPasswordAge,45bdfbf8-155f-41f8-b9cf-72f1ba26c5be,CCE-37073-4,Minimum password age,,,,./Vendor/MSFT/Policy,Config/DeviceLock/MinimumPasswordAge,Integer,1,"Range(1, 998)","Range(1, )",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
DeviceLockPasswordComplexity,299d1595-5ab2-4ef5-b287-6477c0df5178,CCE-37063-5,Password must meet complexity requirements,,,,./Vendor/MSFT/Policy,Config/DeviceLock/PasswordComplexity,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
DeviceLockPasswordHistorySize,dad8097d-db46-4df3-9839-a8504e60c878,CCE-37166-6,Enforce password history,,,,./Vendor/MSFT/Policy,Config/DeviceLock/PasswordHistorySize,Integer,24,"Range(0, 24)",Equals(24),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
DeviceLockPreventEnablingLockScreenCamera,e2c34f75-5111-412a-a7a6-c4e74c475833,CCE-38347-1,Prevent enabling lock screen camera,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization,NoLockScreenCamera,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization"" -Name ""NoLockScreenCamera""",Registry
DeviceLockPreventLockScreenSlideShow,8a3693ab-3a35-45c0-ab90-0797c5ebb036,CCE-38348-9,Prevent enabling lock screen slide show,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization,NoLockScreenSlideshow,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization"" -Name ""NoLockScreenSlideshow""",Registry
DigitallyEncryptOrSignSecureChannelDataAlways,3b8a1eba-64e5-4117-b7bc-2cf5042de658,CCE-36142-8,Domain member: Digitally encrypt or sign secure channel data (always),HKLM:\SYSTEM\CurrentControlSet\Services\NetLogon\Parameters,RequireSignOrSeal,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/DomainMember_DigitallyEncryptOrSignSecureChannelDataAlways,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DigitallyEncryptSecureChannelDataWhenPossible,915714e9-c2ae-42af-a391-c289db580e08,CCE-37130-2,Domain member: Digitally encrypt secure channel data (when possible),HKLM:\SYSTEM\CurrentControlSet\Services\NetLogon\Parameters,SealSecureChannel,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/DomainMember_DigitallyEncryptSecureChannelDataWhenPossible,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DigitallySignCommunicationsAlwaysClient,41a8be7d-69bd-48f4-ae77-9568cf7b15d1,CCE-36325-9,Microsoft network client: Digitally sign communications (always),HKLM:\SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters,RequireSecuritySignature,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/MicrosoftNetworkClient_DigitallySignCommunicationsAlways,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DigitallySignCommunicationsAlwaysServer,032b5976-1c4b-4c68-bc5d-0c65e35306b2,CCE-37864-6,Microsoft network server: Digitally sign communications (always),HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,RequireSecuritySignature,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/MicrosoftNetworkServer_DigitallySignCommunicationsAlways,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters"" -Name ""RequireSecuritySignature""",Security Options
DigitallySignCommunicationsIfClientAgrees,b625a003-d015-436e-89fb-fb2dfe71ae0f,CCE-35988-5,Microsoft network server: Digitally sign communications (if client agrees),HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,EnableSecuritySignature,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/MicrosoftNetworkServer_DigitallySignCommunicationsIfClientAgrees,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DigitallySignCommunicationsIfServerAgrees,342046f5-c7d3-46b7-96db-7e4be82542d3,CCE-36269-9,Microsoft network client: Digitally sign communications (if server agrees),HKLM:\SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters,EnableSecuritySignature,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/MicrosoftNetworkClient_DigitallySignCommunicationsIfServerAgrees,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DigitallySignSecureChannelDataWhenPossible,b399c529-eeec-48dd-92e5-f1b2e14f12c9,CCE-37222-7,Domain member: Digitally sign secure channel data (when possible),HKLM:\SYSTEM\CurrentControlSet\Services\NetLogon\Parameters,SignSecureChannel,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/DomainMember_DigitallySignSecureChannelDataWhenPossible,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DisableEnclosureDownloading,21c5bcb7-432e-4eaa-a01a-0cda8db73e62,CCE-37126-0,Prevent downloading of enclosures,HKLM:\SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds,DisableEnclosureDownload,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds"" -Name ""DisableEnclosureDownload""",Registry
DisableLocalAccountPasswordChanges,cb4110e4-23c8-46ab-9202-497a70efd077,CCE-37508-9,Domain member: Disable machine account password changes,HKLM:\SYSTEM\CurrentControlSet\Services\NetLogon\Parameters,DisablePasswordChange,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/DomainMember_DisableMachineAccountPasswordChanges,Integer,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DisableNameResolutionUsingNetbios,4a5a825d-16c5-42d4-b8c8-ab557d3f9a33,,Disabling Name Resolution using NETBIOS,HKLM:\SYSTEM\CurrentControlSet\Services\Dnscache\Parameters,EnableNetbios,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\Dnscache\Parameters"" -Name ""EnableNetbios""",Registry
DisableSMBv1Client,16394616-4a4d-4416-9985-b8a3251eb70c,AZ-WIN-00122,Disable SMB v1 client (remove dependency on LanmanWorkstation),HKLM:\SYSTEM\CurrentControlSet\Services\LanmanWorkstation,DependOnService,REG_MULTI_SZ,,,,"Bowser,MRxSmb20,NSI",,"ContainsAtMost('Bowser', 'MRxSmb20', 'NSI')",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\LanmanWorkstation"" -Name ""DependOnService""",Registry
DisconnectClientsWhenLogonHoursExpire,32899900-6b73-4cdd-906d-702e00bae698,CCE-37972-7,Microsoft network server: Disconnect clients when logon hours expire,HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,EnableForcedLogOff,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/MicrosoftNetworkServer_DisconnectClientsWhenLogonHoursExpire,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
